epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,226.117,1.89101,1.28189,1.12078,0.88649,0.58904,0.65312,0.36145,1.86145,1.43544,1.11111,0.0071488,0.0071488,0.0071488
147,227.315,2.02366,1.43426,1.12798,0.91776,0.61154,0.64584,0.33513,1.88466,1.38918,1.10982,0.007129,0.007129,0.007129
148,228.52,2.07744,1.45425,1.13129,0.92682,0.63014,0.67032,0.3972,1.71583,1.35423,1.06118,0.0071092,0.0071092,0.0071092
149,229.851,1.97829,1.41754,1.13691,0.91843,0.61696,0.65761,0.35774,1.81432,1.40074,1.09031,0.0070894,0.0070894,0.0070894
150,231.028,1.94522,1.3972,1.14369,0.91843,0.61696,0.65761,0.35774,1.81432,1.40074,1.09031,0.0070696,0.0070696,0.0070696
151,232.33,2.00376,1.46848,1.08396,0.95167,0.61644,0.66653,0.32065,1.95094,1.51596,1.11522,0.0070498,0.0070498,0.0070498
152,233.626,1.94413,1.37878,1.09959,0.94079,0.61644,0.65823,0.36173,1.76388,1.39848,1.07918,0.00703,0.00703,0.00703
153,234.834,2.10427,1.49591,1.11314,0.88141,0.60274,0.65812,0.34465,1.83441,1.51993,1.11465,0.0070102,0.0070102,0.0070102
154,236.065,1.92858,1.48758,1.0767,0.92742,0.61644,0.66902,0.39441,1.72883,1.52484,1.08665,0.0069904,0.0069904,0.0069904
155,237.248,1.90369,1.41603,1.08828,0.83082,0.64384,0.66208,0.32381,1.87528,1.54053,1.11663,0.0069706,0.0069706,0.0069706
156,238.492,1.92727,1.45827,1.15802,0.95641,0.60117,0.67521,0.37811,1.80103,1.6156,1.08544,0.0069508,0.0069508,0.0069508
157,239.659,1.91527,1.39988,1.08123,0.91749,0.60274,0.65675,0.38182,1.7365,1.36224,1.0682,0.006931,0.006931,0.006931
158,240.828,1.94214,1.43225,1.05012,0.91749,0.60274,0.65675,0.38182,1.7365,1.36224,1.0682,0.0069112,0.0069112,0.0069112
159,242.001,1.73117,1.3128,1.08718,0.85593,0.61644,0.65467,0.39274,1.67927,1.33277,1.04376,0.0068914,0.0068914,0.0068914
160,243.198,1.89908,1.51331,1.11864,0.83602,0.62858,0.62323,0.33358,1.75481,1.31561,1.08093,0.0068716,0.0068716,0.0068716
161,244.376,2.08181,1.51351,1.13551,0.86163,0.59718,0.64979,0.3463,1.77569,1.3322,1.08373,0.0068518,0.0068518,0.0068518
162,245.594,1.88019,1.22059,1.06219,0.8555,0.60274,0.66248,0.40092,1.7231,1.29884,1.06552,0.006832,0.006832,0.006832
163,246.909,1.88563,1.26274,1.11836,0.87419,0.61644,0.68616,0.38667,1.74223,1.29414,1.08143,0.0068122,0.0068122,0.0068122
164,248.084,1.72133,1.22962,1.05196,0.8868,0.63014,0.6578,0.3378,1.85197,1.36635,1.09849,0.0067924,0.0067924,0.0067924
165,249.368,1.95383,1.25183,1.0857,0.86928,0.63771,0.68395,0.38264,1.71852,1.26299,1.06571,0.0067726,0.0067726,0.0067726
166,250.575,1.6601,1.30021,0.94017,0.86928,0.63771,0.68395,0.38264,1.71852,1.26299,1.06571,0.0067528,0.0067528,0.0067528
